,link-rumah-href,Judul,Alamat,Kamar Tidur,Kamar Mandi,Harga,Luas Bangunan,Luas Tanah,Listrik,Jenis Interior,Tempat Parkir,Latitude,Longitude,Harga per m^2,Interior_Lengkap,Interior_Multiple options available,Interior_Sebagian,Interior_Tak Berperabot
2523,https://www.rumah.com/listing-properti/dijual-rumah-setiabudi-regency-with-swiming-pool-mewah-oleh-guntur-ramadhan-20582603,Rumah komplek Setiabudi Regency Full furnish,"Setiabudi Regency, Setiabudi, Bandung, Jawa Barat",5,5,8000000000.0,800.0,840.0,16500,Lengkap,6,0.7893,113.9213,952381.0,1,0,0,0
2524,https://www.rumah.com/listing-properti/dijual-rumah-mewah-sayap-dago-hj-juanda-furnish-bandung-oleh-guntur-ramadhan-20096978,Mewah Sayap.Dago,"Dago Hj Juanda, H. Juanda Dago, Bandung, Jawa Barat",5,5,50000000000.0,1200.0,1000.0,24000,Sebagian,7,0.7893,113.9213,5000000.0,0,0,1,0
2525,https://www.rumah.com/listing-properti/dijual-rumah-luas-mewah-sayap-dago-hj-juanda-dekat-rs-boromeus-tengah-kota-bandung-oleh-guntur-ramadhan-19884813,Rumah mewah Sayap Dago,"Dago, H. Juanda Dago, Bandung, Jawa Barat",4,6,42500000000.0,800.0,1217.0,6600,Tak Berperabot,10,0.7893,113.9213,3492193.0,0,0,0,1
2526,https://www.rumah.com/listing-properti/dijual-rumah-komplek-sukaluyu-ada-kolam-renang-mewah-full-furnish-oleh-guntur-ramadhan-20612144,Komplek Sukaluyu Bandung pusat kota,"Komplek sukaluyu, Riau Re Martadinata, Bandung, Jawa Barat",7,5,13000000000.0,750.0,515.0,4400,Lengkap,6,0.7893,113.9213,2524271.0,1,0,0,0
2527,https://www.rumah.com/listing-properti/dijual-dijual-rumah-sayap-hj-juanda-dago-bandung-mewah-dengan-kolam-renang-oleh-guntur-ramadhan-20100929,Rumah Heritage Dago mewah,"Jl.sumur bandung Dago Hj juanda, H. Juanda Dago, Bandung, Jawa Barat",3,5,43000000000.0,1000.0,1286.0,33000,Tak Berperabot,10,0.7893,113.9213,3343701.0,0,0,0,1
2528,https://www.rumah.com/listing-properti/dijual-rumah-baru-minimalis-cisaranten-wetan-cinambo-oleh-guntur-ramadhan-19785152,Rumah Baru cisaranten wetan Cinambo,"Cisaranten wetan, Arcamanik, Bandung, Jawa Barat",3,3,1500000000.0,145.0,145.0,2200,Tak Berperabot,2,0.7893,113.9213,1034482.0,0,0,0,1
2529,https://www.rumah.com/listing-properti/dijual-rumah-bagus-keren-arcamanik-cisaranten-instagrameble-keren-minimalis-oleh-guntur-ramadhan-20582587,Rumah Siap Huni 3 lantai keren Instagrameble Minimalis siap Huni,"Cisaranten endah arcamanik, Arcamanik, Bandung, Jawa Barat",4,3,1350000000.0,160.0,84.0,3500,Lengkap,2,0.7893,113.9213,1607142.0,1,0,0,0
2530,https://www.rumah.com/listing-properti/dijual-rumah-mewah-luas-area-turangga-buahbatu-bandung-pusat-oleh-guntur-ramadhan-20790642,Rumah Mewah Area Turangga Buahbatu,"Turangga Buahbatu, Turangga, Bandung, Jawa Barat",4,3,3500000000.0,242.0,266.0,4400,Tak Berperabot,4,0.7893,113.9213,1315789.0,0,0,0,1
2531,https://www.rumah.com/listing-properti/dijual-gedung-mainroad-supratman-jarang-ada-murah-oleh-guntur-ramadhan-20753049,Gedung Mainroad Supratman,"Supratman, Riau Re Martadinata, Bandung, Jawa Barat",4,9,34000000000.0,1400.0,840.0,13900,Tak Berperabot,6,0.7893,113.9213,4047619.0,0,0,0,1
2532,https://www.rumah.com/listing-properti/dijual-dijual-rumah-siap-huni-turangga-buahbatu-full-renov-oleh-guntur-ramadhan-20336953,Rumah Turangga Buahbatu Siap huni,"Turangga Buahbatu, Turangga, Bandung, Jawa Barat",3,2,1700000000.0,120.0,93.0,2200,Tak Berperabot,1,0.7893,113.9213,1827957.0,0,0,0,1
2533,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-jl-kinanti-turangga-buahbatu-bandung-pusat-oleh-guntur-ramadhan-20582612,Rumah siap Huni Turangga Jl Kinanti Buahbatu,"Turangga Jl Kinanti Buahbatu, Turangga, Bandung, Jawa Barat",7,5,6975000000.0,550.0,363.0,5500,Sebagian,3,0.7893,113.9213,1921487.0,0,0,1,0
2535,https://www.rumah.com/listing-properti/dijual-rumah-bangunan-baru-turangga-buahbatu-oleh-guntur-ramadhan-20754007,Rumah Bangunan Baru 1 Lantai siap Huni,"Turangga Buahbatu, Turangga, Bandung, Jawa Barat",4,2,2400000000.0,120.0,140.0,1300,Tak Berperabot,2,0.7893,113.9213,1714285.0,0,0,0,1
2536,https://www.rumah.com/listing-properti/dijual-mewah-elite-luas-budi-indah-setiabudi-with-swiming-pool-bandung-oleh-guntur-ramadhan-19815815,Mewah Budi indah Setiabudi,"Budi indah, Setiabudi, Bandung, Jawa Barat",6,4,26000000000.0,1400.0,2236.0,23000,Sebagian,10,0.7893,113.9213,1162790.0,0,0,1,0
2537,https://www.rumah.com/listing-properti/dijual-rumah-sangat-luas-batu-indah-batununggal-murah-oleh-guntur-ramadhan-20874018,Murah Batu indah Batununggal dekat Buahbatu,"Batuindah Batununggal, Batununggal, Bandung, Jawa Barat",7,5,4750000000.0,350.0,513.0,2200,Sebagian,6,0.7893,113.9213,925925.0,0,0,1,0
2539,https://www.rumah.com/listing-properti/dijual-dijual-rumah-bangunan-baru-di-cisaranten-kota-bandung-oleh-adnan-ramadhan-gusnanda-20915171,Dijual Rumah Bangunan Baru di Cisaranten Kota Bandung,"Arcamanik, Bandung, Jawa Barat",4,4,1250000000.0,140.0,144.0,2200,Tak Berperabot,2,-6.9291188,107.6764994,868055.0,0,0,0,1
2540,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-siap-huni-di-turangga-kota-bandung-oleh-adnan-ramadhan-gusnanda-20915253,Dijual Cepat Rumah Siap Huni di Turangga Kota Bandung,"Turangga, Bandung, Jawa Barat",4,3,4200000000.0,181.0,324.0,1300,Sebagian,1,-6.9390744,107.6289307,1296296.0,0,0,1,0
2541,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-siap-huni-di-batununggal-kota-bandung-oleh-adnan-ramadhan-gusnanda-20915307,Dijual Cepat Rumah Siap Huni di Batununggal Kota Bandung,"Batununggal, Bandung, Jawa Barat",5,3,3800000000.0,250.0,307.0,4400,Sebagian,1,-6.9317606,107.6431247,1237785.0,0,0,1,0
2542,https://www.rumah.com/listing-properti/dijual-dago-resort-minimalis-siap-huni-jarang-ada-oleh-guntur-ramadhan-20832636,Dago resort tiga Lantai Minimalis,"Dago Resort Minimalis Jarang ada, Dago, Bandung, Jawa Barat",4,4,1700000000.0,252.0,176.0,2200,Tak Berperabot,1,0.7893,113.9213,965909.0,0,0,0,1
2543,https://www.rumah.com/listing-properti/dijual-for-sale-rumah-nyaman-di-terusan-halimun-oleh-philip-adjie-20918771,For Sale Rumah Nyaman di Terusan Halimun,"Burangrang, Bandung, Jawa Barat",5,2,10500000000.0,520.0,510.0,5500,,0,-6.9298414,107.6178328,2058823.0,0,0,0,0
2544,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-jalan-nilem-buahbatu-bandung-pusat-oleh-guntur-ramadhan-16660013,Rumah Jalan Nilem Buahbatu Bandung Pusat,"Jalan Nilem, Buahbatu, Bandung, Jawa Barat",10,7,3500000000.0,350.0,470.0,2200,Tak Berperabot,3,-6.9364223,107.619839,744680.0,0,0,0,1
2546,https://www.rumah.com/listing-properti/dijual-rumah-mewah-setraduta-bandung-furnish-oleh-guntur-ramadhan-20097063,Rumah megah setraduta,"Setraduta, Setra Duta, Bandung, Jawa Barat",6,6,28000000000.0,1500.0,1200.0,22000,Sebagian,10,0.7893,113.9213,2333333.0,0,0,1,0
2547,https://www.rumah.com/listing-properti/dijual-suryalaya-buahbatu-bandung-pusat-oleh-guntur-ramadhan-16732086,Suryalaya Buahbatu,"suryalaya, Buahbatu, Bandung, Jawa Barat",7,7,4990000000.0,550.0,290.0,5500,Tak Berperabot,0,-7.123356,108.2181239,1720689.0,0,0,0,1
2548,https://www.rumah.com/listing-properti/dijual-rumah-sayap-pasteur-megaraya-residence-sukaraja-cicendo-ada-kolam-renang-oleh-guntur-ramadhan-20613789,Rumah Pasteur Megaraya residence,"Megaraya Residence, Pasteur, Bandung, Jawa Barat",6,4,4200000000.0,502.0,300.0,4400,Sebagian,4,0.7893,113.9213,1400000.0,0,0,1,0
2550,https://www.rumah.com/listing-properti/dijual-rumah-mewah-sayap-dago-hj-juanda-bandung-dengan-kolam-renang-oleh-guntur-ramadhan-20100913,Rumah mewah Dago,"Dago, H. Juanda Dago, Bandung, Jawa Barat",7,8,57500000000.0,1200.0,4015.0,41500,Sebagian,10,0.7893,113.9213,1432129.0,0,0,1,0
2552,https://www.rumah.com/listing-properti/dijual-rumah-belanda-sayap-burangrang-gatot-subroto-oleh-guntur-ramadhan-18214484,Rumah Belanda Sayap Burangrang,"Burangrang, Burangrang, Bandung, Jawa Barat",4,3,16500000000.0,450.0,625.0,4400,Tak Berperabot,5,0.7893,113.9213,2640000.0,0,0,0,1
2553,https://www.rumah.com/listing-properti/dijual-harga-nego-rumah-lux-area-kembar-bkr-oleh-ronny-18947109,Jual Cepat Rumah Lux Bangunan 2021 di area Kembar Bkr Harga Nego,"Bkr Kembar, Bandung, Jawa Barat",4,3,4500000000.0,400.0,210.0,3500,Tak Berperabot,2,-6.9185834,107.6600073,2142857.0,0,0,0,1
2554,https://www.rumah.com/listing-properti/dijual-rumah-baru-sayap-burangrang-bandung-pusat-oleh-guntur-ramadhan-18383268,Rumah baru sayap Burangrang,"Burangrang, Burangrang, Bandung, Jawa Barat",3,3,3850000000.0,125.0,108.0,4400,Multiple options available,2,0.7893,113.9213,3564814.0,0,1,0,0
2556,https://www.rumah.com/listing-properti/dijual-antapani-hitung-tanah-murah-oleh-guntur-ramadhan-20754833,Rumah Antapani Hitung Tanah Murah,"Antapani, Antapani, Bandung, Jawa Barat",3,1,1300000000.0,100.0,168.0,1300,Tak Berperabot,1,0.7893,113.9213,773809.0,0,0,0,1
2557,https://www.rumah.com/listing-properti/dijual-griya-caraka-cisaranten-endah-arcamanik-oleh-guntur-ramadhan-20243463,Rumah siap Huni Griya caraka Cisaranten,"Griya caraka, Arcamanik, Bandung, Jawa Barat",3,3,1635000000.0,170.0,180.0,1300,Sebagian,2,0.7893,113.9213,908333.0,0,0,1,0
2558,https://www.rumah.com/listing-properti/dijual-rumah-belanda-mainroad-jalan-utama-sebelah-gedung-sate-area-riau-martadinata-oleh-guntur-ramadhan-20765752,Rumah Jalan Utama Area Riau sebelah Gedung Sate,"Jalanutama Area RiauMartadinata samping GedungSate, Riau Re Martadinata, Bandung, Jawa Barat",5,3,35000000000.0,340.0,843.0,2200,Tak Berperabot,6,0.7893,113.9213,4151838.0,0,0,0,1
2559,https://www.rumah.com/listing-properti/dijual-antapani-oleh-taopik-fitriana-20642935,Rumah komplek The Mansion Antapani,"the mansion antapani, Antapani, Bandung, Jawa Barat",4,3,1100000000.0,200.0,134.0,2200,Tak Berperabot,2,-6.9135245,107.6594029,820895.0,0,0,0,1
2561,https://www.rumah.com/listing-properti/dijual-murah-jarang-ada-rumah-antapani-bandung-timur-oleh-guntur-ramadhan-19849644,Rumah Antapani Bandung Timur,"Antapani, Antapani, Bandung, Jawa Barat",5,2,995000000.0,140.0,120.0,1300,Tak Berperabot,2,0.7893,113.9213,829166.0,0,0,0,1
2562,https://www.rumah.com/listing-properti/dijual-rumah-jalan-nanas-sayap-riau-siap-huni-oleh-guntur-ramadhan-20753519,Murah Jl nanas Sayap Riau Bandung pusat,"Sayap Riau jalan nanas, Riau Re Martadinata, Bandung, Jawa Barat",8,3,8000000000.0,200.0,327.0,2200,Tak Berperabot,2,0.7893,113.9213,2446483.0,0,0,0,1
2563,https://www.rumah.com/listing-properti/dijual-jl-nanas-sayap-riau-martadinata-jarang-ada-oleh-guntur-ramadhan-20753502,Rumah Sayap Riau Jarang ada,"Sayap Riau Jalan Nanas, Riau Re Martadinata, Bandung, Jawa Barat",4,3,11000000000.0,200.0,410.0,2200,Tak Berperabot,2,0.7893,113.9213,2682926.0,0,0,0,1
2564,https://www.rumah.com/listing-properti/dijual-riau-oleh-taopik-fitriana-20672719,Rumah Lama Sayap Riau dekat Mangga,"Jl mangga, Riau Re Martadinata, Bandung, Jawa Barat",5,3,6000000000.0,200.0,208.0,2200,Tak Berperabot,1,-6.9060648,107.6188765,2884615.0,0,0,0,1
2566,https://www.rumah.com/listing-properti/dijual-riau-oleh-taopik-fitriana-20898971,Murah Rumah Sayap Riau Pusat Kota Bandung,"jl sabang, Riau Re Martadinata, Bandung, Jawa Barat",10,4,9700000000.0,350.0,497.0,3500,Tak Berperabot,2,-6.9060648,107.6188765,1951710.0,0,0,0,1
2568,https://www.rumah.com/listing-properti/dijual-riau-oleh-taopik-fitriana-20898983,Rumah sayap Aceh dekat Bandung Indah Plaza,"Jl Kenari, Riau Re Martadinata, Bandung, Jawa Barat",10,3,8500000000.0,185.0,314.0,2200,Tak Berperabot,3,-6.9060648,107.6188765,2707006.0,0,0,0,1
2569,https://www.rumah.com/listing-properti/dijual-dago-oleh-taopik-fitriana-20105835,Rumah baru Dago Bandung utara dekat itb,"Jl Bukit dago, Dago, Bandung, Jawa Barat",4,3,2000000000.0,100.0,115.0,2200,Multiple options available,1,0.7893,113.9213,1739130.0,0,1,0,0
2570,https://www.rumah.com/listing-properti/dijual-rumah-di-jala-utama-area-turangga-buahbatu-gatsu-cocok-untuk-rumah-dan-kantor-oleh-guntur-ramadhan-20790788,Jalan Utama Area Turangga Buahbatu,"Turangga Buahbatu, Turangga, Bandung, Jawa Barat",5,6,5950000000.0,250.0,392.0,4400,Tak Berperabot,4,0.7893,113.9213,1517857.0,0,0,0,1
2571,https://www.rumah.com/listing-properti/dijual-suryalaya-oleh-taopik-fitriana-20826033,Rumah Komplek suryalaya Buah batu Turangga,"Jl Suryalaya, Turangga, Bandung, Jawa Barat",4,3,1950000000.0,150.0,110.0,2200,Tak Berperabot,1,-6.9390744,107.6289307,1772727.0,0,0,0,1
2572,https://www.rumah.com/listing-properti/dijual-rumah-sayap-dago-cocok-buat-tinggal-atau-kosan-oleh-indra-20918785,Rumah Sayap Dago Cocok Buat Tinggal Atau Kosan,"Dago, Bandung, Jawa Barat",4,3,3300000000.0,250.0,415.0,5500,Tak Berperabot,2,-6.8772577,107.6174119,795180.0,0,0,0,1
2573,https://www.rumah.com/listing-properti/dijual-buah-batu-oleh-iyus-ruslia-20918791,Menarik siap huni sangat strategis harga terjangkau,"Buah batu regency, Buahbatu, Bandung, Jawa Barat",4,3,1990000000.0,112.0,105.0,2200,Multiple options available,2,0.7893,113.9213,1895238.0,0,1,0,0
2574,https://www.rumah.com/listing-properti/dijual-rumah-nyaman-strategis-antapani-oleh-indra-20918792,Dijual Segera Rumah Nyaman Strategis Antapani,"Antapani, Bandung, Jawa Barat",7,4,2500000000.0,200.0,164.0,2200,Tak Berperabot,2,-6.9135245,107.6594029,1524390.0,0,0,0,1
2575,https://www.rumah.com/listing-properti/dijual-keren-nih-rumah-dp-30jt-di-buahbatu-ayo-sebelum-naik-oleh-felo-20918789,"Dp 30juta sudah all in cicilan 2,6jt - 3,1jt","Buahbatu, Bandung, Jawa Barat",2,2,606000000.0,49.0,50.0,1300,Tak Berperabot,1,-6.9557189,107.6542139,1212000.0,0,0,0,1
2576,https://www.rumah.com/listing-properti/dijual-rumah-murahh-di-batununggal-oleh-dade-nurdin-20908014,Rumah murahh di Batununggal,"Jl.sukamulya Batununggal, Bandung Tengah, Bandung, Jawa Barat",3,2,695000000.0,90.0,68.0,2200,Multiple options available,1,0.7893,113.9213,1022058.0,0,1,0,0
2577,https://www.rumah.com/listing-properti/dijual-rumah-murah-mewah-di-bandung-utara-dekat-gegerkalong-oleh-ivan-20727149,Rumah murah dekat gegerkalong Bandung,"Sariwangj, Bandung Utara, Bandung, Jawa Barat",3,2,1100000000.0,100.0,100.0,2200,Tak Berperabot,2,-6.8766315,107.5786238,1100000.0,0,0,0,1
2578,https://www.rumah.com/listing-properti/dijual-rumah-lux-dijual-full-furnishes-di-kawasan-dago-resort-bandung-oleh-ivan-20649465,Rumah dijual cepat didago resort Bandung,"Dago resort, Dago, Bandung, Jawa Barat",8,5,6500000000.0,500.0,500.0,3500,Lengkap,6,-6.88536,107.6200524,1300000.0,1,0,0,0
2579,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-furnished-gegerkalong-setiabudi-bandung-oleh-ivan-20899460,Rumah dijual beserta furnish kawasan setiabudi gegerkalong kota Bandun,"Pondok hijau, Geger Kalong, Bandung, Jawa Barat",4,3,2250000000.0,180.0,145.0,2200,Sebagian,2,-6.9250858,107.6074752,1551724.0,0,0,1,0
2580,https://www.rumah.com/listing-properti/dijual-rumah-baru-siap-huni-di-taman-kopo-indah-bandung-oleh-ivan-20899384,Rumah baru harga murah di kawasan taman kopo indah Bandung,"Kopo, Taman Kopo Indah, Bandung, Jawa Barat",3,2,900000000.0,85.0,65.0,2200,Tak Berperabot,1,-6.958444,107.5611179,1384615.0,0,0,0,1
2582,https://www.rumah.com/listing-properti/dijual-rumah-lux-siap-huni-di-pusat-kota-bandung-oleh-ivan-20748231,Dijual cepat rumah sayapramdan ciateul Bandung,"Pusat kota bandung, Bandung Tengah, Bandung, Jawa Barat",5,4,3500000000.0,300.0,200.0,3500,Tak Berperabot,2,-6.9153581,107.6314165,1750000.0,0,0,0,1
2583,https://www.rumah.com/listing-properti/dijual-rumah-baru-2lantai-murah-disoekarno-hatta-kota-bandung-oleh-ivan-20615531,Unit ready stock terbatas di kota Bandug,"Rancabolang mragahayu, Bandung Tengah, Bandung, Jawa Barat",3,2,1250000000.0,95.0,91.0,2200,Tak Berperabot,1,-6.9153581,107.6314165,1373626.0,0,0,0,1
2584,https://www.rumah.com/listing-properti/dijual-rumah-mewah-dijual-murah-furnished-plus-kolam-renang-pasteur-bandung-oleh-ivan-19756641,Dijual murah BU! perumahan pasteur Bandunh,"Megaraya, Pasteur, Bandung, Jawa Barat",7,5,4500000000.0,502.0,300.0,3500,Lengkap,4,-6.8766315,107.5786238,1500000.0,1,0,0,0
2585,https://www.rumah.com/listing-properti/dijual-rumah-ready-stock-murah-di-sayap-pasteur-bandung-oleh-ivan-20561343,Rumah murah di kawasan dekat pasteur kota Bandung,"Mentot, Pasteur, Bandung, Jawa Barat",3,3,2100000000.0,170.0,98.0,2200,Tak Berperabot,1,-6.8993452,107.5904599,2142857.0,0,0,0,1
2586,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-semi-furnished-di-bandung-barat-oleh-ivan-18258137,Unit pojokan dekat kotabaru parahyangan - padalarang Bandung Barat,"Raya padalarang, Kota Baru Parahyangan, Bandung, Jawa Barat",2,1,600000000.0,45.0,72.0,1300,Sebagian,1,-6.8604553,107.4821984,833333.0,0,0,1,0
2587,https://www.rumah.com/listing-properti/dijual-rumah-baru-dijual-murah-2lantai-sayap-setra-duta-exit-tol-pasteur-oleh-ivan-19172138,Rumah baru dengan promo termurah di pasteur,"akses setraduta, Setra Duta, Bandung, Jawa Barat",3,3,1700000000.0,120.0,110.0,2200,Tak Berperabot,2,-6.8785349,107.5714934,1545454.0,0,0,0,1
2588,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-di-kotabaru-parahyangan-bandung-oleh-ivan-20748553,Hot listing jarang ada! Rumah di kotabaru parahyangan,"Kotabaru parahyangan, Kota Baru Parahyangan, Bandung, Jawa Barat",3,2,2400000000.0,90.0,120.0,2200,Tak Berperabot,1,-6.8604553,107.4821984,2000000.0,0,0,0,1
2589,https://www.rumah.com/listing-properti/dijual-rumah-baru-murah-siap-huni-geger-kalong-bandung-oleh-ivan-20030308,Turun harga! rumah gegerkalong kota Bandung,"Gegerkalong, Setiabudi, Bandung, Jawa Barat",5,4,1700000000.0,179.0,125.0,2200,Sebagian,2,-6.8623557,107.5962293,1360000.0,0,0,1,0
2590,https://www.rumah.com/listing-properti/dijual-rumah-dijual-siap-huni-komplek-pinus-regency-soekarno-hatta-bandung-oleh-ivan-20817927,Rumah dijual murah main road soekarno hatta Bandung,"Soekarno hatta, Bandung Timur, Bandung, Jawa Barat",3,2,1285000000.0,130.0,144.0,2200,Tak Berperabot,1,-6.9641265,107.6847863,892361.0,0,0,0,1
2591,https://www.rumah.com/listing-properti/dijual-rumah-kotabaru-parahyangan-furnished-plus-kolam-renang-oleh-ivan-20869160,Rumah baru di kotabaru parahyangan ada kolam renang,"Kotabaru, Kota Baru Parahyangan, Bandung, Jawa Barat",5,4,4600000000.0,252.0,234.0,3500,Sebagian,2,-6.8604553,107.4821984,1965812.0,0,0,1,0
2592,https://www.rumah.com/listing-properti/dijual-rumah-2lantai-katapang-3kamar-dp-hanya-40jt-all-in-oleh-felo-20918818,"Dp 40juta sudah all in cicilan 2,3jt - 2,7jt","Katapang, Bandung, Jawa Barat",3,1,536000000.0,45.0,60.0,1300,Tak Berperabot,1,-6.9921123,107.5558868,893333.0,0,0,0,1
2593,https://www.rumah.com/listing-properti/dijual-dijual-kost-aktif-dayeuh-kolot-dekat-kampus-oleh-mei-19705285,Dijual kost aktif dekat kampus dayeuh kolot,"Dayeuh kolot, Dayeuhkolot, Bandung, Jawa Barat",10,10,6500000000.0,331.0,350.0,5500,Sebagian,10,0.7893,113.9213,1857142.0,0,0,1,0
2594,https://www.rumah.com/listing-properti/dijual-hunian-exclusive-murah-dikawasan-gegerkalong-bandung-utara-oleh-ivan-20691236,Hunian paling murah di kawasangegerkalong bandung,"Pondok hijau, Geger Kalong, Bandung, Jawa Barat",3,2,1769000000.0,150.0,120.0,2200,Tak Berperabot,2,-6.8766315,107.5786238,1474166.0,0,0,0,1
2595,https://www.rumah.com/listing-properti/dijual-rumah-baru-lux-di-kotabaru-parahyangan-bandung-oleh-ivan-20633091,Rumah baru jual harga promo dikotabaruparahyangan,"Kotabaru parahyangan, Kota Baru Parahyangan, Bandung, Jawa Barat",5,4,4500000000.0,3000.0,225.0,3500,Tak Berperabot,2,-6.8604553,107.4821984,2000000.0,0,0,0,1
2596,https://www.rumah.com/listing-properti/dijual-rumah-mewah-dijual-bawah-arppisal-bank-sayap-setraduta-bandung-oleh-ivan-19818330,Rumah di jual cepat murah BU!,"Sayap setraduta, Setra Duta, Bandung, Jawa Barat",8,6,7000000000.0,600.0,1398.0,2200,Sebagian,10,-6.8781404,107.570454,500715.0,0,0,1,0
2597,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-murah-komplek-gading-regency-bandung-oleh-ivan-20906558,Rumah dijual cepat turun harga! di soekarno hatta kota Bandung,"Soekarno hatta, Bandung Tengah, Bandung, Jawa Barat",4,3,2500000000.0,306.0,200.0,2200,Tak Berperabot,4,-6.9153581,107.6314165,1250000.0,0,0,0,1
2598,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-5kt-dikotabaru-parahyangan-bandung-oleh-ivan-20662141,Jual rumah murah BU! di kotabaru parahyangan,"Kotabaru, Kota Baru Parahyangan, Bandung, Jawa Barat",5,3,1875000000.0,110.0,126.0,2200,Tak Berperabot,2,-6.8604553,107.4821984,1488095.0,0,0,0,1
2599,https://www.rumah.com/listing-properti/dijual-rumah-cantik-murah-di-kota-bandung-oleh-ivan-20868641,Rumah 2lantai dijual murah view menarik di kota Bandung,"Ah nasution, Bandung Tengah, Bandung, Jawa Barat",3,2,880000000.0,73.0,95.0,1300,Tak Berperabot,1,-6.9153581,107.6314165,926315.0,0,0,0,1
2600,https://www.rumah.com/listing-properti/dijual-rumah-nyaman-dan-strategis-di-mitra-dago-parahyangan-jalan-terusan-jakarta-dekat-terminal-antapani-oleh-aminah-20918829,Rumah Nyaman Di Mitra Dago Terusan Jakarta Dekat Terminal Antapani,"Terusan Jalan Jakarta, Antapani, Bandung, Jawa Barat",7,4,2500000000.0,200.0,164.0,2200,Multiple options available,2,0.7893,113.9213,1524390.0,0,1,0,0
